% ini datanya
%  stike   dip   rake
   357.0   61.0   67.0
   266.0   31.0   154.0
   226.0   29.0   67.0
   36.0   43.0   21.0
   91.0   74.0   -175.0
   171.0   51.0   52.0
   281.0   47.0   121.0
   163.0   59.0   35.0
   178.0   52.0   51.0
   168.0   55.0   37.0
   21.0   43.0   107.0
   207.0   44.0   36.0
   144.0   67.0   22.0
