date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster
25-05-05,44:27.0,1.5,120.0,33.0,4.7,116,68,-21,214,70,-157,,,,,,,,,5
23-03-99,32:31.3,1.2,120.0,16.0,5.0,49,19,56,264,74,101,,,,,,,,,5
25-10-04,15:16.2,0.959,120.145,30.6,5.09,44,18,61,254,74,99,5.46,16.0,-0.85,-0.97,2.92,-4.52,-1.31,-2.06,5
18-05-18,31:38.2,1.033,120.034,24.5,5.1,63,36,79,256,55,98,5.65,16.0,-2.1,0.25,6.16,-1.99,-0.97,-4.06,5
14-02-21,44:48.3,1.23,119.94,28.6,5.1,47,19,77,241,72,94,5.81e+23,23.0,,,,,,,5
26-09-04,24:05.5,0.946,120.231,22.0,5.13,272,16,-59,61,77,-98,6.33,16.0,-0.04,-2.94,-2.85,-4.76,0.74,2.89,5
12-06-10,49:56.8,1.033,120.062,20.0,5.13,43,18,63,251,74,98,6.3,16.0,-0.24,-1.62,2.9,-5.05,-2.08,-2.66,5
10-09-96,20:54.7,1.026,120.109,29.5,5.17,95,21,82,284,70,93,7.19,16.0,-3.39,1.68,6.49,-5.17,-0.37,-3.1,5
18-05-18,26:00.2,1.026,120.005,25.7,5.19,64,17,84,250,73,92,7.59,16.0,-0.27,-2.13,3.95,-5.96,-1.75,-3.68,5
29-05-21,25:16.8,1.22,119.95,25.0,5.2,66,10,83,254,80,91,9.34e+23,23.0,,,,,,,5
22-04-90,51:54.1,0.964,120.09,29.6,5.23,16,21,21,266,83,110,8.88,16.0,0.77,-0.83,1.69,-8,-3.31,-2.46,5
20-08-96,28:50.4,1.008,120.197,27.3,5.26,40,21,50,262,74,104,9.71,16.0,1.8,-1.47,3.81,-7.75,-3.76,-5.61,5
08-01-96,55:09.8,0.937,120.169,36.7,5.28,148,20,124,292,74,79,10.48,16.0,-2.97,2.37,6.08,-8.38,2.7,-3.11,5
11-01-21,57:30.4,1.31,119.97,25.0,5.3,60,15,82,247,75,92,1.09e+24,24.0,,,,,,,5
27-07-96,34:08.3,1.161,120.561,28.1,5.38,70,25,68,274,67,100,1.46,17.0,0.36,0.09,0.86,-1,-0.14,-1.22,5
08-08-93,31:08.5,0.802,120.356,37.2,5.43,285,56,-18,25,75,-145,1.75,17.0,-0.68,-1.01,-0.44,0.01,1.04,1.13,5
01-01-96,42:00.8,0.722,119.965,35.0,5.43,165,72,161,261,72,19,1.75,17.0,0.6,-0.76,0.04,-0.49,1.4,-0.65,5
03-04-96,26:39.7,1.072,120.373,29.9,5.44,58,22,66,264,70,100,1.8,17.0,0.32,-0.13,0.96,-1.34,-0.49,-1.28,5
26-05-03,50:03.6,1.089,120.438,41.8,5.49,281,75,83,125,17,113,2.1,17.0,-0.99,0.12,1.53,-1.8,0.12,-0.54,5
16-04-89,50:26.6,1.076,120.139,29.0,5.52,260,69,114,28,31,43,2.37,17.0,-0.36,0.07,1.44,-1.66,-1.08,-1.08,5
08-04-00,28:22.1,1.033,120.165,15.0,5.52,262,76,97,55,15,64,2.38,17.0,0.08,-0.28,0.99,-2.08,-0.47,-1.08,5
04-10-96,03:09.1,1.194,120.668,30.0,5.59,267,88,93,32,4,34,3.03,17.0,-0.48,-0.09,0.48,-3.02,-0.16,0,5
27-07-96,34:12.4,0.9,120.5,33.0,5.6,70,25,68,274,67,100,,,,,,,,,5
26-09-78,07:46.7,1.125,120.308,36.9,5.63,85,83,-41,181,49,-171,3.45,17.0,0.4,0.11,-0.53,-2.22,2.6,0.13,5
06-02-96,58:57.9,0.945,120.162,21.6,5.7,257,77,95,55,14,69,4.41,17.0,0,-0.85,1.78,-3.86,-0.87,-1.77,5
10-09-96,34:17.9,1.02,120.243,34.3,5.79,257,74,97,52,17,66,5.95,17.0,-0.61,-0.94,3.13,-4.97,-1.25,-2.52,5
10-09-96,34:22.3,1.43,120.32,18.0,5.8,52,17,66,257,74,97,5.95e+24,24.0,,,,,,,5
28-07-96,40:49.3,1.36,120.35,20.0,5.9,57,16,71,256,75,95,9.67e+24,24.0,,,,,,,5
28-07-96,40:44.8,0.971,120.219,28.6,5.93,256,75,95,57,16,71,9.67,17.0,-0.45,-1.78,4.71,-8.14,-1.95,-4.25,5
16-07-96,07:41.6,0.86,120.26,0.0,6.0,63,14,71,262,76,95,,,,,,,,,5
07-02-96,57:19.9,1.05,120.158,14.9,6.02,257,76,94,61,14,75,1.32,18.0,0.07,-0.25,0.53,-1.13,-0.27,-0.61,5
28-07-96,40:46.3,1.0,120.2,33.0,6.3,57,16,71,256,75,95,,,,,,,,,5
08-03-79,49:55.1,0.993,120.383,30.5,6.36,263,82,90,81,8,88,4.25,18.0,-0.03,-0.51,1.16,-4.06,-0.16,-1.13,5
16-07-96,07:42.4,1.27,120.35,21.0,6.5,63,14,71,262,76,95,8.4e+25,25.0,,,,,,,5
16-07-96,07:37.7,1.036,120.24,25.0,6.56,262,76,95,63,14,71,8.4,18.0,0.02,-0.89,3.7,-7.38,-1.23,-3.72,5
22-07-96,19:36.9,1.027,120.458,28.4,6.98,264,77,96,57,14,63,3.61,19.0,0.03,-0.25,1.46,-3.23,-0.56,-1.5,5
